"date","username","product","sku","model","quantity","unit_type","applied_cost_per_quantity","gross_amount","discount_amount","net_amount","exceeds_quota","total_monthly_quota","organization","cost_center_name","aic_quantity","aic_gross_amount"
"2026-05-01","hdaum","copilot","copilot_premium_request","Auto: Claude Haiku 4.5","0.3","requests","0.04","0.012","0.012","0","False","300","Experity","","4.1067225","0.041067225"
"2026-05-01","justinfodness","copilot","copilot_premium_request","Auto: Claude Haiku 4.5","0.3","requests","0.04","0.012","0.012","0","False","300","Experity","","7.3738575","0.073738575"
"2026-05-01","MariiSanchez","copilot","copilot_premium_request","Auto: Claude Haiku 4.5","2.6999999999999997","requests","0.04","0.10799999999999998","0.10799999999999998","0","False","300","Experity","","38.694483","0.38694483"
"2026-05-01","hdaum","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","2.7","requests","0.04","0.10799999999999998","0.10799999999999998","0","False","300","Experity","","32.813829","0.32813829"
"2026-05-01","MariiSanchez","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","4.5","requests","0.04","0.18","0.18","0","False","300","Experity","","69.05762999999999","0.6905763"
"2026-05-01","tdigambar","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","0.9","requests","0.04","0.036","0.036","0","False","300","Experity","","8.3538675","0.08353867499999999"
"2026-05-01","cloneluke","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","10.800000000000002","requests","0.04","0.4319999999999999","0.4319999999999999","0","False","300","Experity","","35.7215355","0.357215355"
"2026-05-01","MariiSanchez","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","43.19999999999996","requests","0.04","1.7280000000000009","1.7280000000000009","0","False","300","Experity","","96.50891249999997","0.965089125"
"2026-05-01","hdaum","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","14.400000000000004","requests","0.04","0.576","0.576","0","False","300","Experity","","124.0981245","1.240981245"
"2026-05-01","MariiSanchez","copilot","copilot_premium_request","Auto: GPT-5.4","14.400000000000004","requests","0.04","0.576","0.576","0","False","300","Experity","","62.5963275","0.6259632749999999"
"2026-05-01","justinfodness","copilot","copilot_premium_request","Auto: GPT-5.4","1.8","requests","0.04","0.072","0.072","0","False","300","Experity","","10.242162","0.10242162"
"2026-05-01","hdaum","copilot","copilot_premium_request","Auto: GPT-5.4","6.300000000000001","requests","0.04","0.252","0.252","0","False","300","Experity","","77.446404","0.77446404"
"2026-05-01","bkent412","copilot","copilot_premium_request","Claude Haiku 4.5","3.3000000000000003","requests","0.04","0.132","0.132","0","False","300","Experity","","28.97251","0.28972510000000007"
"2026-05-01","mikepedz","copilot","copilot_premium_request","Claude Haiku 4.5","0","requests","0.04","0","0","0","False","300","Experity","","4.57322","0.0457322"
"2026-05-01","luis-galicia-experity","copilot","copilot_premium_request","Claude Haiku 4.5","0.99","requests","0.04","0.039599999999999996","0.039599999999999996","0","False","300","Experity","","15.299655","0.15299655"
"2026-05-01","adamkenvin","copilot","copilot_premium_request","Claude Opus 4.6","3","requests","0.04","0.12","0.12","0","False","300","Experity","","17.032125","0.17032125"
"2026-05-01","JoshMalan1","copilot","copilot_premium_request","Claude Opus 4.6","381","requests","0.04","15.23999999999996","0","15.23999999999996","True","300","Experity","","692.3355249999997","6.923355249999998"
"2026-05-01","JoshMalan1","copilot","copilot_premium_request","Claude Opus 4.6","165","requests","0.04","6.600000000000005","6.600000000000005","0","False","300","Experity","","573.4112250000001","5.734112250000002"
"2026-05-01","Alex1953s","copilot","copilot_premium_request","Claude Opus 4.6","3","requests","0.04","0.12","0.12","0","False","300","Experity","","10.20775","0.10207750000000002"
"2026-05-01","nkaur24","copilot","copilot_premium_request","Claude Opus 4.6","18","requests","0.04","0.72","0.72","0","False","300","Experity","","44.72005","0.4472005"
"2026-05-01","mikepedz","copilot","copilot_premium_request","Claude Opus 4.6","21","requests","0.04","0.84","0.84","0","False","300","Experity","","155.29215","1.5529215000000003"
"2026-05-01","zacharypollard","copilot","copilot_premium_request","Claude Opus 4.6","3","requests","0.04","0.12","0.12","0","False","300","Experity","","25.5673","0.255673"
"2026-05-01","twilson-eh","copilot","copilot_premium_request","Claude Opus 4.6","3","requests","0.04","0.12","0.12","0","False","300","Experity","","19.844125","0.19844124999999999"
"2026-05-01","cilantrosoftware","copilot","copilot_premium_request","Claude Opus 4.6","30","requests","0.04","1.2000000000000002","1.2000000000000002","0","False","300","Experity","","861.9805999999999","8.619805999999999"
"2026-05-01","JoshMalan1","copilot","copilot_premium_request","Claude Opus 4.7","135","requests","0.04","5.3999999999999995","5.3999999999999995","0","False","300","Experity","","294.6928","2.946928"
"2026-05-01","iblatter-experity","copilot","copilot_premium_request","Claude Opus 4.7","781","requests","0.04","31.24000000000003","0","31.24000000000003","True","300","Experity","","1661.4381999999994","16.614382000000003"
"2026-05-01","iblatter-experity","copilot","copilot_premium_request","Claude Opus 4.7","299","requests","0.04","11.959999999999996","11.959999999999996","0","False","300","Experity","","848.4970500000001","8.4849705"
"2026-05-01","ssimonson","copilot","copilot_premium_request","Claude Sonnet 4","7","requests","0.04","0.28","0.28","0","False","300","Experity","","11.9358","0.119358"
"2026-05-01","av-ans","copilot","copilot_premium_request","Claude Sonnet 4.5","3","requests","0.04","0.12","0.12","0","False","300","Experity","","32.91132","0.3291132"
"2026-05-01","sam-harris-experity","copilot","copilot_premium_request","Claude Sonnet 4.5","15","requests","0.04","0.6","0.6","0","False","300","Experity","","769.1570249999997","7.69157025"
"2026-05-01","mma-exp","copilot","copilot_premium_request","Claude Sonnet 4.6","5","requests","0.04","0.2","0.2","0","False","300","Experity","","69.21471","0.6921471000000001"
"2026-05-01","jfeathers13","copilot","copilot_premium_request","Claude Sonnet 4.6","31","requests","0.04","1.2400000000000004","1.2400000000000004","0","False","300","Experity","","633.6247199999999","6.336247200000001"
"2026-05-01","sam-harris-experity","copilot","copilot_premium_request","Claude Sonnet 4.6","3","requests","0.04","0.12","0.12","0","False","300","Experity","","159.24721499999998","1.59247215"
"2026-05-01","Levoni","copilot","copilot_premium_request","Claude Sonnet 4.6","4","requests","0.04","0.16","0.16","0","False","300","Experity","","33.909285000000004","0.33909285"
"2026-05-01","adamkenvin","copilot","copilot_premium_request","Claude Sonnet 4.6","8","requests","0.04","0.32","0.32","0","False","300","Experity","","81.97978499999999","0.8197978499999999"
"2026-05-01","zacharypollard","copilot","copilot_premium_request","Claude Sonnet 4.6","3","requests","0.04","0.12","0.12","0","False","300","Experity","","57.659654999999994","0.57659655"
"2026-05-01","tyescalante","copilot","copilot_premium_request","Claude Sonnet 4.6","14","requests","0.04","0.5599999999999999","0.5599999999999999","0","False","300","Experity","","68.547855","0.6854785500000001"
"2026-05-01","cilantrosoftware","copilot","copilot_premium_request","Claude Sonnet 4.6","13","requests","0.04","0.5199999999999999","0.5199999999999999","0","False","300","Experity","","330.46278","3.3046277999999996"
"2026-05-01","jmunsch","copilot","copilot_premium_request","Claude Sonnet 4.6","1","requests","0.04","0.04","0.04","0","False","300","Experity","","11.09715","0.1109715"
"2026-05-01","luis-galicia-experity","copilot","copilot_premium_request","Claude Sonnet 4.6","1","requests","0.04","0.04","0.04","0","False","300","Experity","","25.06065","0.2506065"
"2026-05-01","ithank","copilot","copilot_premium_request","Claude Sonnet 4.6","31","requests","0.04","1.2400000000000004","1.2400000000000004","0","False","300","Experity","","287.17318500000005","2.8717318499999998"
"2026-05-01","tobyjoliver","copilot","copilot_premium_request","Claude Sonnet 4.6","4","requests","0.04","0.16","0.16","0","False","300","Experity","","49.877579999999995","0.4987758"
"2026-05-01","aswinkulath93","copilot","copilot_premium_request","Claude Sonnet 4.6","2","requests","0.04","0.08","0.08","0","False","300","Experity","","7.03953","0.07039530000000001"
"2026-05-01","bstock21","copilot","copilot_premium_request","Claude Sonnet 4.6","40","requests","0.04","1.6000000000000008","1.6000000000000008","0","False","300","onepackius","","548.964195","5.48964195"
"2026-05-01","dan-experity","copilot","copilot_premium_request","Claude Sonnet 4.6","0","requests","0.04","0","0","0","False","300","Experity","","7.9270499999999995","0.0792705"
"2026-05-01","leima2010","copilot","copilot_premium_request","Claude Sonnet 4.6","54","requests","0.04","2.160000000000001","2.160000000000001","0","False","300","onepackius","","2469.6850650000006","24.69685065000002"
"2026-05-01","zacharypollard","copilot","copilot_premium_request","Code Review model","1","requests","0.04","0.04","0.04","0","False","300","Experity","","31.74521","0.3174521"
"2026-05-01","Ayushojha1110","copilot","copilot_premium_request","Code Review model","1","requests","0.04","0.04","0.04","0","False","300","Experity","","6.761615","0.06761615"
"2026-05-01","iblatter-experity","copilot","copilot_premium_request","Code Review model","1","requests","0.04","0.04","0.04","0","False","300","Experity","","34.66694","0.34666939999999996"
"2026-05-01","bwhiteOP","copilot","copilot_premium_request","Code Review model","7","requests","0.04","0.28","0.28","0","False","300","Experity","","201.11686","2.0111686"
"2026-05-01","luis-galicia-experity","copilot","copilot_premium_request","Code Review model","1","requests","0.04","0.04","0.04","0","False","300","Experity","","50.985165","0.50985165"
"2026-05-01","pablogitx","copilot","copilot_premium_request","Code Review model","1","requests","0.04","0.04","0.04","0","False","300","Experity","","21.2205","0.212205"
"2026-05-01","mma-exp","copilot","copilot_premium_request","Code Review model","2","requests","0.04","0.08","0.08","0","False","300","Experity","","12.514125","0.12514125"
"2026-05-01","aswinkulath93","copilot","copilot_premium_request","Code Review model","1","requests","0.04","0.04","0.04","0","False","300","Experity","","17.434305","0.17434305"
"2026-05-01","narouz-makar","copilot","copilot_premium_request","Code Review model","3","requests","0.04","0.12","0.12","0","False","300","Experity","","83.051885","0.83051885"
"2026-05-01","tyescalante","copilot","copilot_premium_request","Code Review model","3","requests","0.04","0.12","0.12","0","False","300","Experity","","127.285515","1.27285515"
"2026-05-01","ssimonson","copilot","copilot_premium_request","Code Review model","1","requests","0.04","0.04","0.04","0","False","300","Experity","","31.30225","0.31302250000000004"
"2026-05-01","iblatter-experity","copilot","copilot_premium_request","Code Review model","8","requests","0.04","0.32","0","0.32","True","300","Experity","","316.96231","3.1696231"
"2026-05-01","GulayGencer","copilot","copilot_premium_request","GPT-5.2","3","requests","0.04","0.12","0.12","0","False","300","Experity","","5.004860000000001","0.050048600000000006"
"2026-05-01","cloneluke","copilot","copilot_premium_request","GPT-5.2","13","requests","0.04","0.5199999999999999","0.5199999999999999","0","False","300","Experity","","18.9252","0.18925200000000006"
"2026-05-01","Ayushojha1110","copilot","copilot_premium_request","GPT-5.4","1","requests","0.04","0.04","0.04","0","False","300","Experity","","2.4003","0.024003"
"2026-05-01","aswinkulath93","copilot","copilot_premium_request","Grok Code Fast 1","0.25","requests","0.04","0.01","0.01","0","False","300","Experity","","1.152396","0.01152396"
"2026-05-02","MariiSanchez","copilot","copilot_premium_request","Auto: Claude Haiku 4.5","1.8","requests","0.04","0.072","0.072","0","False","300","Experity","","34.739487000000004","0.3473948700000001"
"2026-05-02","MariiSanchez","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","10.800000000000002","requests","0.04","0.4319999999999999","0.4319999999999999","0","False","300","Experity","","81.25347599999999","0.81253476"
"2026-05-02","MariiSanchez","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","9.900000000000002","requests","0.04","0.3959999999999999","0.3959999999999999","0","False","300","Experity","","53.074098","0.5307409799999999"
"2026-05-02","JoshMalan1","copilot","copilot_premium_request","Claude Haiku 4.5","0","requests","0.04","0","0","0","False","300","Experity","","36.214834999999994","0.36214835000000006"
"2026-05-02","JoshMalan1","copilot","copilot_premium_request","Claude Opus 4.6","105","requests","0.04","4.200000000000003","0","4.200000000000003","True","300","Experity","","865.0698249999999","8.65069825"
"2026-05-02","cilantrosoftware","copilot","copilot_premium_request","Claude Opus 4.6","57","requests","0.04","2.280000000000001","2.280000000000001","0","False","300","Experity","","943.0500749999998","9.430500750000004"
"2026-05-02","JoshMalan1","copilot","copilot_premium_request","Claude Opus 4.6","0","requests","0.04","0","0","0","False","300","Experity","","3831.475425000004","38.31475424999998"
"2026-05-02","JoshMalan1","copilot","copilot_premium_request","Claude Sonnet 4.6","0","requests","0.04","0","0","0","False","300","Experity","","576.6544799999999","5.766544800000003"
"2026-05-02","JoshMalan1","copilot","copilot_premium_request","Claude Sonnet 4.6","12","requests","0.04","0.4799999999999999","0","0.4799999999999999","True","300","Experity","","258.45228","2.5845228"
"2026-05-02","leima2010","copilot","copilot_premium_request","Claude Sonnet 4.6","7","requests","0.04","0.28","0.28","0","False","300","onepackius","","583.62801","5.836280100000002"
"2026-05-02","tleibovich","copilot","copilot_premium_request","Claude Sonnet 4.6","2","requests","0.04","0.08","0.08","0","False","300","Experity","","61.43855999999999","0.6143856"
"2026-05-02","cilantrosoftware","copilot","copilot_premium_request","Claude Sonnet 4.6","0","requests","0.04","0","0","0","False","300","Experity","","188.842905","1.88842905"
"2026-05-02","cilantrosoftware","copilot","copilot_premium_request","Code Review model","1","requests","0.04","0.04","0.04","0","False","300","Experity","","67.408425","0.6740842499999999"
"2026-05-02","cilantrosoftware","copilot","copilot_premium_request","GPT-5.4 mini","0","requests","0.04","0","0","0","False","300","Experity","","11.089140000000002","0.11089140000000003"
"2026-05-03","sam-harris-experity","copilot","copilot_premium_request","Auto: Claude Haiku 4.5","0.6","requests","0.04","0.024","0.024","0","False","300","Experity","","97.4268135","0.9742681350000001"
"2026-05-03","MariiSanchez","copilot","copilot_premium_request","Auto: Claude Haiku 4.5","1.5","requests","0.04","0.06","0.06","0","False","300","Experity","","32.46759","0.3246759000000001"
"2026-05-03","sam-harris-experity","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","4.5","requests","0.04","0.18","0.18","0","False","300","Experity","","260.1082665","2.601082665"
"2026-05-03","MariiSanchez","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","9.000000000000002","requests","0.04","0.35999999999999993","0.35999999999999993","0","False","300","Experity","","45.94618350000001","0.45946183499999993"
"2026-05-03","sam-harris-experity","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","24.29999999999999","requests","0.04","0.9720000000000003","0.9720000000000003","0","False","300","Experity","","453.36277349999983","4.533627735000001"
"2026-05-03","JoshMalan1","copilot","copilot_premium_request","Claude Haiku 4.5","0","requests","0.04","0","0","0","False","300","Experity","","72.78846499999999","0.72788465"
"2026-05-03","JoshMalan1","copilot","copilot_premium_request","Claude Opus 4.6","126","requests","0.04","5.040000000000004","0","5.040000000000004","True","300","Experity","","994.081625","9.940816250000001"
"2026-05-03","JoshMalan1","copilot","copilot_premium_request","Claude Opus 4.6","0","requests","0.04","0","0","0","False","300","Experity","","5304.822525000002","53.048225249999966"
"2026-05-03","cilantrosoftware","copilot","copilot_premium_request","Claude Opus 4.6","6","requests","0.04","0.24","0.24","0","False","300","Experity","","132.664675","1.32664675"
"2026-05-03","JoshMalan1","copilot","copilot_premium_request","Claude Sonnet 4.6","12","requests","0.04","0.4799999999999999","0","0.4799999999999999","True","300","Experity","","107.48152499999999","1.0748152499999999"
"2026-05-03","seth-trudeau","copilot","copilot_premium_request","Claude Sonnet 4.6","7","requests","0.04","0.28","0.28","0","False","300","Experity","","593.7076799999999","5.937076800000001"
"2026-05-03","cilantrosoftware","copilot","copilot_premium_request","Claude Sonnet 4.6","16","requests","0.04","0.64","0.64","0","False","300","Experity","","648.4175850000006","6.4841758500000015"
"2026-05-03","JoshMalan1","copilot","copilot_premium_request","Claude Sonnet 4.6","0","requests","0.04","0","0","0","False","300","Experity","","214.13341499999993","2.14133415"
"2026-05-03","mma-exp","copilot","copilot_premium_request","Claude Sonnet 4.6","5","requests","0.04","0.2","0.2","0","False","300","Experity","","323.89253999999994","3.2389254000000007"
"2026-05-03","sausevak","copilot","copilot_premium_request","Claude Sonnet 4.6","12","requests","0.04","0.4799999999999999","0.4799999999999999","0","False","300","onepackius","","196.26376499999995","1.9626376500000002"
"2026-05-03","leima2010","copilot","copilot_premium_request","Claude Sonnet 4.6","16","requests","0.04","0.64","0.64","0","False","300","onepackius","","833.6361000000004","8.336360999999998"
"2026-05-03","mma-exp","copilot","copilot_premium_request","Code Review model","1","requests","0.04","0.04","0.04","0","False","300","Experity","","15.637685","0.15637684999999998"
"2026-05-03","seth-trudeau","copilot","copilot_premium_request","GPT-5.4","0","requests","0.04","0","0","0","False","300","Experity","","140.99893500000005","1.4099893500000003"
"2026-05-03","kjm0001","copilot","copilot_premium_request","GPT-5.4","7","requests","0.04","0.28","0.28","0","False","300","Experity","","110.52485499999999","1.1052485499999998"
"2026-05-04","xprtyg33k","copilot","copilot_premium_request","Auto: Claude Haiku 4.5","0.3","requests","0.04","0.012","0.012","0","False","300","Experity","","7.7003189999999995","0.07700318999999999"
"2026-05-04","tdigambar","copilot","copilot_premium_request","Auto: Claude Haiku 4.5","0.3","requests","0.04","0.012","0.012","0","False","300","Experity","","25.046158499999997","0.250461585"
"2026-05-04","sam-harris-experity","copilot","copilot_premium_request","Auto: Claude Haiku 4.5","1.5","requests","0.04","0.06","0.06","0","False","300","Experity","","108.26841149999996","1.082684115"
"2026-05-04","cloneluke","copilot","copilot_premium_request","Auto: Claude Haiku 4.5","2.9999999999999996","requests","0.04","0.11999999999999998","0.11999999999999998","0","False","300","Experity","","83.58795900000001","0.83587959"
"2026-05-04","MariiSanchez","copilot","copilot_premium_request","Auto: Claude Haiku 4.5","3.599999999999999","requests","0.04","0.144","0.144","0","False","300","Experity","","41.760477","0.4176047700000001"
"2026-05-04","hdaum","copilot","copilot_premium_request","Auto: Claude Haiku 4.5","1.2","requests","0.04","0.048","0.048","0","False","300","Experity","","145.17226350000004","1.4517226350000005"
"2026-05-04","cloneluke","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","12.600000000000003","requests","0.04","0.5039999999999999","0.5039999999999999","0","False","300","Experity","","196.98998850000004","1.969899885"
"2026-05-04","sam-harris-experity","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","11.700000000000003","requests","0.04","0.46799999999999986","0.46799999999999986","0","False","300","Experity","","278.418114","2.7841811399999994"
"2026-05-04","MariiSanchez","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","6.300000000000001","requests","0.04","0.252","0.252","0","False","300","Experity","","68.754339","0.68754339"
"2026-05-04","rafaelvandyke1","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","0.9","requests","0.04","0.036","0.036","0","False","300","Experity","","32.737283999999995","0.32737284000000005"
"2026-05-04","tdigambar","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","0.9","requests","0.04","0.036","0.036","0","False","300","Experity","","53.222373000000005","0.53222373"
"2026-05-04","hdaum","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","9.000000000000002","requests","0.04","0.35999999999999993","0.35999999999999993","0","False","300","Experity","","686.4553080000002","6.864553080000003"
"2026-05-04","tdigambar","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","1.8","requests","0.04","0.072","0.072","0","False","300","Experity","","133.01552250000003","1.330155225"
"2026-05-04","zacharypollard","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","8.100000000000001","requests","0.04","0.32399999999999995","0.32399999999999995","0","False","300","Experity","","192.2603760000001","1.9226037600000006"
"2026-05-04","cloneluke","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","44.09999999999996","requests","0.04","1.764000000000001","1.764000000000001","0","False","300","Experity","","354.255741","3.5425574099999984"
"2026-05-04","sam-harris-experity","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","35.09999999999997","requests","0.04","1.4040000000000006","1.4040000000000006","0","False","300","Experity","","732.6822510000003","7.326822510000002"
"2026-05-04","snehathaduruexperity","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","5.4","requests","0.04","0.216","0.216","0","False","300","Experity","","35.9284905","0.35928490500000004"
"2026-05-04","MariiSanchez","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","44.99999999999996","requests","0.04","1.800000000000001","1.800000000000001","0","False","300","Experity","","318.4691265","3.1846912650000005"
"2026-05-04","xprtyg33k","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","1.8","requests","0.04","0.072","0.072","0","False","300","Experity","","15.683629500000002","0.15683629500000004"
"2026-05-04","hdaum","copilot","copilot_premium_request","Auto: GPT-5.4","1.8","requests","0.04","0.072","0.072","0","False","300","Experity","","299.75759100000005","2.9975759100000006"
"2026-05-04","cloneluke","copilot","copilot_premium_request","Auto: GPT-5.4","1.8","requests","0.04","0.072","0.072","0","False","300","Experity","","102.02427899999998","1.02024279"
"2026-05-04","tdigambar","copilot","copilot_premium_request","Auto: GPT-5.4","3.6","requests","0.04","0.144","0.144","0","False","300","Experity","","90.48623850000001","0.9048623850000002"
"2026-05-04","MariiSanchez","copilot","copilot_premium_request","Auto: GPT-5.4","1.8","requests","0.04","0.072","0.072","0","False","300","Experity","","51.818507999999994","0.51818508"
"2026-05-04","sam-harris-experity","copilot","copilot_premium_request","Auto: GPT-5.4","6.300000000000001","requests","0.04","0.252","0.252","0","False","300","Experity","","158.049423","1.5804942300000004"
"2026-05-04","bkent412","copilot","copilot_premium_request","Claude Haiku 4.5","10.89","requests","0.04","0.43559999999999977","0.43559999999999977","0","False","300","Experity","","137.78094499999997","1.3778094499999998"
"2026-05-04","tyescalante","copilot","copilot_premium_request","Claude Haiku 4.5","8.25","requests","0.04","0.32999999999999985","0.32999999999999985","0","False","300","Experity","","294.39113000000026","2.9439112999999972"
"2026-05-04","sam-harris-experity","copilot","copilot_premium_request","Claude Haiku 4.5","0","requests","0.04","0","0","0","False","300","Experity","","40.640499999999996","0.406405"
"2026-05-04","luis-galicia-experity","copilot","copilot_premium_request","Claude Haiku 4.5","4.29","requests","0.04","0.17159999999999997","0.17159999999999997","0","False","300","Experity","","146.99534500000007","1.4699534500000002"
"2026-05-04","sausevak","copilot","copilot_premium_request","Claude Haiku 4.5","0","requests","0.04","0","0","0","False","300","onepackius","","15.811004999999996","0.15811004999999997"
"2026-05-04","JoshMalan1","copilot","copilot_premium_request","Claude Haiku 4.5","0","requests","0.04","0","0","0","False","300","Experity","","620.9940950000004","6.20994095"
"2026-05-04","Alex1953s","copilot","copilot_premium_request","Claude Opus 4.6","3","requests","0.04","0.12","0.12","0","False","300","Experity","","234.74927500000004","2.3474927499999994"
"2026-05-04","iblatter-experity","copilot","copilot_premium_request","Claude Opus 4.6","3","requests","0.04","0.12","0","0.12","True","300","Experity","","48.70725","0.4870725"
"2026-05-04","iblatter-experity","copilot","copilot_premium_request","Claude Opus 4.6","0","requests","0.04","0","0","0","False","300","Experity","","58.050775","0.58050775"
"2026-05-04","PVMisCthulhu","copilot","copilot_premium_request","Claude Opus 4.6","90","requests","0.04","3.6000000000000023","3.6000000000000023","0","False","300","Experity","","12875.689700000003","128.756897"
"2026-05-04","JoshMalan1","copilot","copilot_premium_request","Claude Opus 4.6","813","requests","0.04","32.520000000000074","0","32.520000000000074","True","300","Experity","","8076.155249999999","80.76155250000002"
"2026-05-04","twilson-eh","copilot","copilot_premium_request","Claude Opus 4.6","6","requests","0.04","0.24","0.24","0","False","300","Experity","","156.342925","1.56342925"
"2026-05-04","luis-galicia-experity","copilot","copilot_premium_request","Claude Opus 4.6","6","requests","0.04","0.24","0.24","0","False","300","Experity","","64.15352499999999","0.64153525"
"2026-05-04","jessmayhew-op","copilot","copilot_premium_request","Claude Opus 4.6","21","requests","0.04","0.84","0.84","0","False","300","onepackius","","383.2820000000001","3.832819999999999"
"2026-05-04","mikepedz","copilot","copilot_premium_request","Claude Opus 4.6","24","requests","0.04","0.96","0.96","0","False","300","Experity","","424.7123749999999","4.247123750000001"
"2026-05-04","JoshMalan1","copilot","copilot_premium_request","Claude Opus 4.6","0","requests","0.04","0","0","0","False","300","Experity","","27947.939225000016","279.4793922499998"
"2026-05-04","nkaur24","copilot","copilot_premium_request","Claude Opus 4.6","60","requests","0.04","2.4000000000000012","2.4000000000000012","0","False","300","Experity","","1179.6296500000005","11.796296499999999"
"2026-05-04","adamkenvin","copilot","copilot_premium_request","Claude Opus 4.6","6","requests","0.04","0.24","0.24","0","False","300","Experity","","1197.40755","11.974075500000003"
"2026-05-04","iblatter-experity","copilot","copilot_premium_request","Claude Opus 4.7","1065","requests","0.04","42.60000000000006","0","42.60000000000006","True","300","Experity","","2507.075100000001","25.070751"
"2026-05-04","varun-experity","copilot","copilot_premium_request","Claude Opus 4.7","120","requests","0.04","4.8","4.8","0","False","300","Experity","","134.2092","1.342092"
"2026-05-04","iblatter-experity","copilot","copilot_premium_request","Claude Opus 4.7","0","requests","0.04","0","0","0","False","300","Experity","","6785.915049999999","67.85915050000004"
"2026-05-04","tdigambar","copilot","copilot_premium_request","Claude Sonnet 4.5","2","requests","0.04","0.08","0.08","0","False","300","Experity","","20.33937","0.2033937"
"2026-05-04","ShonKrull","copilot","copilot_premium_request","Claude Sonnet 4.5","3","requests","0.04","0.12","0.12","0","False","300","Experity","","38.00853","0.38008529999999996"
"2026-05-04","rp-ans","copilot","copilot_premium_request","Claude Sonnet 4.5","3","requests","0.04","0.12","0.12","0","False","300","Experity","","37.040609999999994","0.37040609999999996"
"2026-05-04","kennytran95","copilot","copilot_premium_request","Claude Sonnet 4.6","7","requests","0.04","0.28","0.28","0","False","300","Experity","","889.4010299999999","8.8940103"
"2026-05-04","bstock21","copilot","copilot_premium_request","Claude Sonnet 4.6","24","requests","0.04","0.9600000000000003","0.9600000000000003","0","False","300","onepackius","","2080.8299099999995","20.8082991"
"2026-05-04","ithank","copilot","copilot_premium_request","Claude Sonnet 4.6","6","requests","0.04","0.24000000000000002","0.24000000000000002","0","False","300","Experity","","686.2069650000002","6.862069650000003"
"2026-05-04","rroman-encora","copilot","copilot_premium_request","Claude Sonnet 4.6","1","requests","0.04","0.04","0.04","0","False","300","onepackius","","32.235974999999996","0.32235975"
"2026-05-04","narouz-makar","copilot","copilot_premium_request","Claude Sonnet 4.6","3","requests","0.04","0.12","0.12","0","False","300","Experity","","145.35250500000004","1.4535250500000003"
"2026-05-04","tleibovich","copilot","copilot_premium_request","Claude Sonnet 4.6","2","requests","0.04","0.08","0.08","0","False","300","Experity","","12.476310000000002","0.12476310000000002"
"2026-05-04","seth-trudeau","copilot","copilot_premium_request","Claude Sonnet 4.6","1","requests","0.04","0.04","0.04","0","False","300","Experity","","330.66352500000005","3.3066352500000002"
"2026-05-04","sam-harris-experity","copilot","copilot_premium_request","Claude Sonnet 4.6","67","requests","0.04","2.6800000000000015","2.6800000000000015","0","False","300","Experity","","3515.2751850000004","35.15275185"
"2026-05-04","jmunsch","copilot","copilot_premium_request","Claude Sonnet 4.6","5","requests","0.04","0.2","0.2","0","False","300","Experity","","164.511465","1.6451146500000005"
"2026-05-04","jessmayhew-op","copilot","copilot_premium_request","Claude Sonnet 4.6","18","requests","0.04","0.7200000000000001","0.7200000000000001","0","False","300","onepackius","","145.48022999999998","1.4548023"
"2026-05-04","zacharypollard","copilot","copilot_premium_request","Claude Sonnet 4.6","7","requests","0.04","0.28","0.28","0","False","300","Experity","","514.5161549999998","5.145161550000001"
"2026-05-04","sausevak","copilot","copilot_premium_request","Claude Sonnet 4.6","75","requests","0.04","3.0000000000000018","3.0000000000000018","0","False","300","onepackius","","3544.7811600000036","35.44781160000002"
"2026-05-04","tobyjoliver","copilot","copilot_premium_request","Claude Sonnet 4.6","19","requests","0.04","0.7600000000000001","0.7600000000000001","0","False","300","Experity","","87.61515000000001","0.8761514999999999"
"2026-05-04","jfeathers13","copilot","copilot_premium_request","Claude Sonnet 4.6","5","requests","0.04","0.2","0.2","0","False","300","Experity","","650.5970100000002","6.505970099999999"
"2026-05-04","cilantrosoftware","copilot","copilot_premium_request","Claude Sonnet 4.6","14","requests","0.04","0.5599999999999999","0.5599999999999999","0","False","300","Experity","","912.9274650000001","9.129274649999996"
